zipvfs: opened archive 'scrantic_data.zip' (2579 entries)
Loading resources ...................................................................................................................................................................................
FRONT DRAW: flip=0 x=315 y=236 frame=27
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=6 logical_ms=2040
FRONT DISPLAY: 26 logical_ms=2040 file=display-026.ppm
 ******* WAIT: 2 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 61, 32
Clouds Pos: 122, 26
FRONT WAIT: ticks=2 logical_ms=2080
FRONT DISPLAY: 27 logical_ms=2080 file=display-027.ppm
 ******* WAIT: 4 ticks *******

    ------> Animate walking
WALKING:  spot=4 hdg=1 next=-1  -  data 0 315 234 28

FRONT DRAW: flip=0 x=314 y=234 frame=28
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=4 logical_ms=2160
FRONT DISPLAY: 28 logical_ms=2160 file=display-028.ppm
 ******* WAIT: 4 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 59, 32
Clouds Pos: 121, 26
FRONT WAIT: ticks=4 logical_ms=2240
FRONT DISPLAY: 29 logical_ms=2240 file=display-029.ppm
 ******* WAIT: 2 ticks *******

    ------> Animate walking
WALKING:  spot=4 hdg=1 next=-1  -  data 0 309 236 29

FRONT DRAW: flip=0 x=308 y=236 frame=29
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=2 logical_ms=2280
FRONT DISPLAY: 30 logical_ms=2280 file=display-030.ppm
 ******* WAIT: 6 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 57, 32
Clouds Pos: 120, 26
    ------> Animate walking
WALKING:  spot=4 hdg=1 next=-1  -  data 0 308 240 24

FRONT DRAW: flip=0 x=307 y=240 frame=24
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=6 logical_ms=2400
FRONT DISPLAY: 31 logical_ms=2400 file=display-031.ppm
 ******* WAIT: 6 ticks *******

    ------> Animate walking
WALKING:  spot=4 hdg=1 next=-1  -  data 0 303 241 25

FRONT DRAW: flip=0 x=302 y=241 frame=25
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=6 logical_ms=2520
FRONT DISPLAY: 32 logical_ms=2520 file=display-032.ppm
 ******* WAIT: 2 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 55, 32
Clouds Pos: 119, 26
FRONT WAIT: ticks=2 logical_ms=2560
FRONT DISPLAY: 33 logical_ms=2560 file=display-033.ppm
 ******* WAIT: 4 ticks *******

    ------> Animate walking
WALKING:  spot=4 hdg=1 next=-1  -  data 0 301 242 27

FRONT DRAW: flip=0 x=300 y=242 frame=27
FRONT ANIMATE: delay_ticks=6
FRONT WAIT: ticks=4 logical_ms=2640
FRONT DISPLAY: 34 logical_ms=2640 file=display-034.ppm
 ******* WAIT: 4 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 53, 32
Clouds Pos: 118, 26
FRONT WAIT: ticks=4 logical_ms=2720
FRONT DISPLAY: 35 logical_ms=2720 file=display-035.ppm
 ******* WAIT: 2 ticks *******

    ------> Animate walking
WALKING:  spot=0 hdg=1 next=1  -  data 1 294 243 17

FRONT DRAW: flip=1 x=293 y=243 frame=17
FRONT ANIMATE: delay_ticks=80
FRONT WAIT: ticks=2 logical_ms=2760
FRONT DISPLAY: 36 logical_ms=2760 file=display-036.ppm
 ******* WAIT: 6 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 51, 32
Clouds Pos: 117, 26
FRONT WAIT: ticks=6 logical_ms=2880
FRONT DISPLAY: 37 logical_ms=2880 file=display-037.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 49, 32
Clouds Pos: 116, 26
FRONT WAIT: ticks=8 logical_ms=3040
FRONT DISPLAY: 38 logical_ms=3040 file=display-038.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 47, 32
Clouds Pos: 115, 26
FRONT WAIT: ticks=8 logical_ms=3200
FRONT DISPLAY: 39 logical_ms=3200 file=display-039.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 45, 32
Clouds Pos: 114, 26
FRONT WAIT: ticks=8 logical_ms=3360
FRONT DISPLAY: 40 logical_ms=3360 file=display-040.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 43, 32
Clouds Pos: 113, 26
FRONT WAIT: ticks=8 logical_ms=3520
FRONT DISPLAY: 41 logical_ms=3520 file=display-041.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 41, 32
Clouds Pos: 112, 26
FRONT WAIT: ticks=8 logical_ms=3680
FRONT DISPLAY: 42 logical_ms=3680 file=display-042.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 39, 32
Clouds Pos: 111, 26
FRONT WAIT: ticks=8 logical_ms=3840
FRONT DISPLAY: 43 logical_ms=3840 file=display-043.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 37, 32
Clouds Pos: 110, 26
FRONT WAIT: ticks=8 logical_ms=4000
FRONT DISPLAY: 44 logical_ms=4000 file=display-044.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 35, 32
Clouds Pos: 109, 26
FRONT WAIT: ticks=8 logical_ms=4160
FRONT DISPLAY: 45 logical_ms=4160 file=display-045.ppm
 ******* WAIT: 8 ticks *******

    ------> Animate bg
    ------> Animate clouds
Clouds Pos: 33, 32
Clouds Pos: 108, 26
FRONT WAIT: ticks=8 logical_ms=4320
FRONT DISPLAY: 46 logical_ms=4320 file=display-046.ppm
 ******* WAIT: 2 ticks *******

    ------> Animate walking
WALKING: end walk

FRONT ANIMATE: delay_ticks=0
FRONT WAIT: ticks=2 logical_ms=4360
FRONT DISPLAY: 47 logical_ms=4360 file=display-047.ppm
 ******* WAIT: 0 ticks *******

Captured frame: final.ppm (1280x960)
Art assets decoded: cartoon=42, HD fallback=86, original fallback=0
FRONT DRIVER: finite route returned; cleanup complete; displays=47 logical_ms=4360
